kode,nama_perusahaan,tanggal_pencatatan,jumlah_saham,papan_pencatatan,sektor,ticker_yf
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24,7096000000.0,Utama,Consumer Cyclicals,RALS.JK
RANC,Supra Boga Lestari Tbk.,2012-06-07,1564487500.0,Pengembangan,Consumer Non-Cyclicals,RANC.JK
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19,2656212826.0,Pemantauan Khusus,Properties & Real Estate,RBMS.JK
RCCC,Utama Radar Cahaya Tbk.,2022-08-02,787500000.0,Akselerasi,Transportation & Logistics,RCCC.JK
RDTX,Roda Vivatex Tbk,1990-05-14,268800000.0,Pemantauan Khusus,Properties & Real Estate,RDTX.JK
REAL,Repower Asia Indonesia Tbk.,2019-12-06,6633610151.0,Pemantauan Khusus,Properties & Real Estate,REAL.JK
RELF,Graha Mitra Asia Tbk.,2023-06-22,5727832195.0,Akselerasi,Properties & Real Estate,RELF.JK
RELI,Reliance Sekuritas Indonesia T,2005-07-13,1800000000.0,Pengembangan,Financials,RELI.JK
RGAS,Kian Santang Muliatama Tbk.,2023-11-08,1459234110.0,Pengembangan,Energy,RGAS.JK
RICY,Ricky Putra Globalindo Tbk,1998-01-22,641717510.0,Pengembangan,Consumer Cyclicals,RICY.JK
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05,609130000.0,Pengembangan,Energy,RIGS.JK
RIMO,Rimo International Lestari Tbk,2000-11-10,45080600000.0,Pemantauan Khusus,Properties & Real Estate,RIMO.JK
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09,10945000000.0,Pengembangan,Properties & Real Estate,RISE.JK
RMKE,RMK Energy Tbk.,2021-12-07,4375000000.0,Utama,Energy,RMKE.JK
RMKO,Royaltama Mulia Kontraktorindo,2023-07-31,1250000000.0,Pengembangan,Energy,RMKO.JK
PTRO,Petrosea Tbk.,1990-05-21,1008605000.0,Utama,Energy,PTRO.JK
ROCK,Rockfields Properti Indonesia,2020-09-10,1435185100.0,Pemantauan Khusus,Properties & Real Estate,ROCK.JK
RODA,Pikko Land Development Tbk.,2001-10-22,13592128209.0,Pemantauan Khusus,Properties & Real Estate,RODA.JK
RONY,Aesler Grup Internasional Tbk.,2020-04-09,1250000000.0,Pemantauan Khusus,Infrastructure,RONY.JK
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28,6186488888.0,Pengembangan,Consumer Non-Cyclicals,ROTI.JK
RSCH,Charlie Hospital Semarang Tbk.,2023-08-28,2650000000.0,Pengembangan,Healthcare,RSCH.JK
RSGK,Kedoya Adyaraya Tbk.,2021-09-08,929675000.0,Utama,Healthcare,RSGK.JK
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12,770000000.0,Pengembangan,Energy,RUIS.JK
RUNS,Global Sukses Solusi Tbk.,2021-09-08,983557875.0,Akselerasi,Technology,RUNS.JK
SAFE,Steady Safe Tbk,1994-08-15,615145012.0,Pengembangan,Transportation & Logistics,SAFE.JK
SAGE,Saausaha Gemilangindah Tbk.,2023-03-08,8033267616.0,Pemantauan Khusus,Properties & Real Estate,SAGE.JK
SAME,Sarana Meditama Metropolitan T,2013-01-11,17147132545.0,Utama,Healthcare,SAME.JK
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31,5125000000.0,Utama,Basic Materials,SAMF.JK
SAPX,Satria Antaran Prima Tbk.,2018-10-03,833333300.0,Pengembangan,Transportation & Logistics,SAPX.JK
SATU,Kota Satu Properti Tbk.,2018-11-05,1375000000.0,Pengembangan,Properties & Real Estate,SATU.JK
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08,4752982378.0,Pemantauan Khusus,Consumer Cyclicals,SBAT.JK
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08,929926282.0,Pengembangan,Basic Materials,SBMA.JK
SCCO,Supreme Cable Manufacturing &,1982-07-20,822333600.0,Pengembangan,Industrials,SCCO.JK
SCMA,Surya Citra Media Tbk.,2002-07-16,73970569505.0,Utama,Consumer Cyclicals,SCMA.JK
SCNP,Selaras Citra Nusantara Perkas,2020-09-07,2500000000.0,Pengembangan,Consumer Cyclicals,SCNP.JK
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08,3600000.0,Pengembangan,Healthcare,SCPI.JK
SDMU,Sidomulyo Selaras Tbk.,2011-07-12,1135225000.0,Pemantauan Khusus,Transportation & Logistics,SDMU.JK
SDPC,Millennium Pharmacon Internati,1990-05-07,1274000000.0,Pengembangan,Consumer Non-Cyclicals,SDPC.JK
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15,14545267990.0,Utama,Financials,SDRA.JK
SEMA,Semacom Integrated Tbk.,2022-01-10,1347258842.0,Pengembangan,Energy,SEMA.JK
SFAN,Surya Fajar Capital Tbk.,2019-06-19,1359934021.0,Pengembangan,Financials,SFAN.JK
SGER,Sumber Global Energy Tbk.,2020-08-10,15586909438.0,Pengembangan,Energy,SGER.JK
SGRO,Prime Agro Resources Tbk,2007-06-18,1818622000.0,Utama,Consumer Non-Cyclicals,SGRO.JK
SHID,Hotel Sahid Jaya International,1990-05-08,1119326168.0,Pengembangan,Consumer Cyclicals,SHID.JK
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16,2719790000.0,Utama,Energy,SHIP.JK
SICO,Sigma Energy Compressindo Tbk.,2022-04-08,910052814.0,Pengembangan,Energy,SICO.JK
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18,30000000000.0,Utama,Healthcare,SIDO.JK
SILO,Siloam International Hospitals,2013-09-12,13006125000.0,Utama,Healthcare,SILO.JK
SIMA,Siwani Makmur Tbk,1994-06-03,442589871.0,Pemantauan Khusus,Basic Materials,SIMA.JK
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09,15501310000.0,Utama,Consumer Non-Cyclicals,SIMP.JK
SINI,Singaraja Putra Tbk.,2019-11-08,481000000.0,Pemantauan Khusus,Industrials,SINI.JK
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27,1839102056.0,Pengembangan,Consumer Non-Cyclicals,SIPD.JK
SKBM,Sekar Bumi Tbk.,2012-09-28,1730103217.0,Pengembangan,Consumer Non-Cyclicals,SKBM.JK
SKLT,Sekar Laut Tbk.,1993-09-08,6907405000.0,Pengembangan,Consumer Non-Cyclicals,SKLT.JK
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11,7500000000.0,Pengembangan,Industrials,SKRN.JK
SKYB,Northcliff Citranusa Indonesia,2010-07-07,585000000.0,Pemantauan Khusus,Technology,SKYB.JK
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07,2463335910.0,Pengembangan,Consumer Cyclicals,SLIS.JK
SMAR,Sinar Mas Agro Resources and Technology Tbk,1992-11-20,2872193366.0,Pengembangan,Consumer Non-Cyclicals,SMAR.JK
SMBR,Semen Baturaja Tbk.,2013-06-28,9932534336.0,Utama,Basic Materials,SMBR.JK
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10,9019381973.0,Pemantauan Khusus,Basic Materials,SMCB.JK
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12,4772138237.0,Pengembangan,Properties & Real Estate,SMDM.JK
SMDR,Samudera Indonesia Tbk.,1999-07-05,16375600000.0,Utama,Transportation & Logistics,SMDR.JK
SMGA,Sumber Mineral Global Abadi Tb,2024-01-30,8750000000.0,Pengembangan,Basic Materials,SMGA.JK
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08,6751540089.0,Utama,Basic Materials,SMGR.JK
SMIL,Sarana Mitra Luas Tbk.,2023-05-12,8750159119.0,Utama,Industrials,SMIL.JK
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11,3418085290.0,Pengembangan,Basic Materials,SMKL.JK
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09,1253000000.0,Akselerasi,Infrastructure,SMKM.JK
SMLE,Sinergi Multi Lestarindo Tbk.,2024-01-10,2328136763.0,Pengembangan,Basic Materials,SMLE.JK
SMMA,Sinarmas Multiartha Tbk.,1995-07-05,6367664717.0,Utama,Financials,SMMA.JK
SMMT,Golden Eagle Energy Tbk.,1997-12-01,3150000000.0,Pemantauan Khusus,Energy,SMMT.JK
SMRA,Summarecon Agung Tbk.,1990-05-07,16508568358.0,Utama,Properties & Real Estate,SMRA.JK
SMRU,SMR Utama Tbk.,2011-10-10,12499385782.0,Pemantauan Khusus,Energy,SMRU.JK
SMSM,Selamat Sempurna Tbk.,1996-09-09,5758675440.0,Utama,Consumer Cyclicals,SMSM.JK
PTSN,Sat Nusapersada Tbk,2007-11-08,5314344000.0,Pengembangan,Technology,PTSN.JK
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29,450000000.0,Pengembangan,Consumer Cyclicals,SNLK.JK
SPTO,Surya Pertiwi Tbk.,2018-05-14,2700000000.0,Utama,Industrials,SPTO.JK
SOCI,Soechi Lines Tbk.,2014-12-03,7059000000.0,Utama,Energy,SOCI.JK
SOFA,Solusi Environment Asia Tbk,2020-07-07,1653574499.0,Akselerasi,Consumer Cyclicals,SOFA.JK
SOHO,Soho Global Health Tbk.,2020-09-08,12691682390.0,Pengembangan,Healthcare,SOHO.JK
SOLA,Xolare RCR Energy Tbk.,2024-05-08,3281250000.0,Pengembangan,Basic Materials,SOLA.JK
SONA,Sona Topas Tourism Industry Tb,1992-07-21,662400000.0,Pengembangan,Consumer Cyclicals,SONA.JK
SOSS,Shield On Service Tbk.,2018-11-06,799414231.0,Pemantauan Khusus,Industrials,SOSS.JK
SOTS,Satria Mega Kencana Tbk.,2018-12-10,1000003979.0,Pengembangan,Consumer Cyclicals,SOTS.JK
SOUL,Mitra Tirta Buwana Tbk.,2023-01-06,1082526223.0,Akselerasi,Consumer Non-Cyclicals,SOUL.JK
PTSP,Pioneerindo Gourmet Internatio,1994-05-30,220808000.0,Pengembangan,Consumer Cyclicals,PTSP.JK
SPMA,Suparma Tbk.,1994-11-16,3154092216.0,Pengembangan,Basic Materials,SPMA.JK
SPRE,Soraya Berjaya Indonesia Tbk.,2024-07-03,800000000.0,Akselerasi,Consumer Cyclicals,SPRE.JK
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15,15537591429.0,Pemantauan Khusus,Basic Materials,SQMI.JK
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11,12000705445.0,Utama,Healthcare,SRAJ.JK
SRIL,Sri Rejeki Isman Tbk.,2013-06-17,20452176844.0,Pemantauan Khusus,Consumer Cyclicals,SRIL.JK
SRSN,Indo Acidatama Tbk,1993-01-11,6020000000.0,Pengembangan,Basic Materials,SRSN.JK
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26,13564835000.0,Utama,Financials,SRTG.JK
SSIA,Surya Semesta Internusa Tbk.,1997-03-27,4705249440.0,Utama,Infrastructure,SSIA.JK
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12,9525000000.0,Utama,Consumer Non-Cyclicals,SSMS.JK
SSTM,Sunson Textile Manufacture Tbk,1997-08-20,1170909181.0,Pemantauan Khusus,Consumer Cyclicals,SSTM.JK
STAA,Sumber Tani Agung Resources Tb,2022-03-10,10903372600.0,Utama,Consumer Non-Cyclicals,STAA.JK
STAR,Calculus Global Ventures Tbk,2011-07-13,4800000602.0,Pengembangan,Financials,STAR.JK
STRK,Lovina Beach Brewery Tbk.,2023-10-10,10721835562.0,Pengembangan,Consumer Non-Cyclicals,STRK.JK
STTP,Siantar Top Tbk.,1996-12-16,1310000000.0,Pengembangan,Consumer Non-Cyclicals,STTP.JK
SUGI,Sugih Energy Tbk.,2002-06-19,24811541414.0,Pemantauan Khusus,Energy,SUGI.JK
SULI,SLJ Global Tbk.,1994-03-21,5920776836.0,Pengembangan,Basic Materials,SULI.JK
SUNI,Sunindo Pratama Tbk.,2023-01-09,2500000000.0,Utama,Energy,SUNI.JK
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11,1137579698.0,Pemantauan Khusus,Infrastructure,SUPR.JK
SURE,Super Energy Tbk.,2018-10-05,1497576771.0,Pengembangan,Energy,SURE.JK
SURI,Maja Agung Latexindo Tbk.,2023-12-07,6334375000.0,Pengembangan,Healthcare,SURI.JK
SWAT,Sriwahana Adityakarta Tbk.,2018-06-08,3019200000.0,Pemantauan Khusus,Basic Materials,SWAT.JK
SWID,Saraswanti Indoland Developmen,2022-07-07,5385019201.0,Pengembangan,Consumer Cyclicals,SWID.JK
TALF,Tunas Alfin Tbk.,2014-01-17,1353435000.0,Pengembangan,Basic Materials,TALF.JK
TAMA,Lancartama Sejati Tbk.,2020-02-10,1200000696.0,Pemantauan Khusus,Infrastructure,TAMA.JK
TAMU,Pelayaran Tamarin Samudra Tbk.,2017-05-10,37500000000.0,Pemantauan Khusus,Energy,TAMU.JK
TAPG,Triputra Agro Persada Tbk.,2021-04-12,19852540000.0,Utama,Consumer Non-Cyclicals,TAPG.JK
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11,10069645750.0,Pemantauan Khusus,Properties & Real Estate,TARA.JK
TAXI,Express Transindo Utama Tbk.,2012-11-02,10223647156.0,Pemantauan Khusus,Transportation & Logistics,TAXI.JK
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06,1098920000.0,Pengembangan,Consumer Non-Cyclicals,TAYS.JK
TBIG,Tower Bersama Infrastructure T,2010-10-26,22656999445.0,Utama,Infrastructure,TBIG.JK
TBLA,Tunas Baru Lampung Tbk.,2000-02-14,6025373372.0,Utama,Consumer Non-Cyclicals,TBLA.JK
TBMS,Tembaga Mulia Semanan Tbk.,1990-05-23,734680000.0,Pengembangan,Basic Materials,TBMS.JK
TCID,Mandom Indonesia Tbk.,1993-09-30,402133334.0,Pengembangan,Consumer Non-Cyclicals,TCID.JK
TCPI,Transcoal Pacific Tbk.,2018-07-06,5000000000.0,Pengembangan,Energy,TCPI.JK
TDPM,Tianrong Chemicals Industry Tb,2018-04-09,10485050500.0,Pemantauan Khusus,Basic Materials,TDPM.JK
TEBE,Dana Brata Luhur Tbk.,2019-11-18,1285000000.0,Utama,Energy,TEBE.JK
TECH,Indosterling Technomedia Tbk.,2020-06-04,1256300000.0,Pemantauan Khusus,Technology,TECH.JK
TELE,Omni Inovasi Indonesia Tbk.,2012-01-12,7310929389.0,Pemantauan Khusus,Consumer Cyclicals,TELE.JK
TFAS,Telefast Indonesia Tbk.,2019-09-17,1666666500.0,Pengembangan,Technology,TFAS.JK
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26,4823076400.0,Pemantauan Khusus,Consumer Cyclicals,TFCO.JK
TGKA,Tigaraksa Satria Tbk.,1990-06-11,918492750.0,Pengembangan,Consumer Non-Cyclicals,TGKA.JK
TGRA,Terregra Asia Energy Tbk.,2017-05-16,2750000000.0,Pemantauan Khusus,Infrastructure,TGRA.JK
TGUK,Platinum Wahab Nusantara Tbk.,2023-07-10,3571451815.0,Pengembangan,Consumer Non-Cyclicals,TGUK.JK
TIFA,KDB Tifa Finance Tbk.,2011-07-08,3552213000.0,Pemantauan Khusus,Financials,TIFA.JK
TINS,Timah Tbk.,1995-10-19,7447753454.0,Utama,Basic Materials,TINS.JK
TIRA,Tira Austenite Tbk,1993-07-27,588000000.0,Pengembangan,Industrials,TIRA.JK
TIRT,Tirta Mahakam Resources Tbk,1999-12-13,1011774750.0,Pemantauan Khusus,Basic Materials,TIRT.JK
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03,3113223570.0,Utama,Basic Materials,TKIM.JK
TLDN,Teladan Prima Agro Tbk.,2022-04-12,12946530200.0,Pengembangan,Consumer Non-Cyclicals,TLDN.JK
TLKM,Telkom Indonesia (Persero) Tbk.,1995-11-14,99062216600.0,Utama,Infrastructure,TLKM.JK
TMAS,Temas Tbk.,2003-07-09,57051500000.0,Utama,Transportation & Logistics,TMAS.JK
TMPO,Tempo Intimedia Tbk.,2001-01-08,1058333250.0,Pengembangan,Consumer Cyclicals,TMPO.JK
TNCA,Trimuda Nuansa Citra Tbk.,2018-06-28,421640000.0,Pengembangan,Transportation & Logistics,TNCA.JK
TOBA,TBS Energi Utama Tbk.,2012-07-06,8167826970.0,Utama,Energy,TOBA.JK
TOOL,Rohartindo Nusantara Luas Tbk.,2022-08-09,2050020320.0,Pengembangan,Consumer Cyclicals,TOOL.JK
TOPS,Totalindo Eka Persada Tbk.,2017-06-16,33330000000.0,Pemantauan Khusus,Infrastructure,TOPS.JK
TOSK,Topindo Solusi Komunika Tbk.,2024-02-07,4375199253.0,Pengembangan,Technology,TOSK.JK
TOTL,Total Bangun Persada Tbk.,2006-07-25,3410000000.0,Utama,Infrastructure,TOTL.JK
TOTO,Surya Toto Indonesia Tbk.,1990-10-30,10320000000.0,Pengembangan,Industrials,TOTO.JK
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08,51014625000.0,Utama,Infrastructure,TOWR.JK
TOYS,Sunindo Adipersada Tbk.,2020-08-06,1435000712.0,Pemantauan Khusus,Consumer Cyclicals,TOYS.JK
TPIA,Chandra Asri Pacific Tbk.,2008-05-26,86511545092.0,Pengembangan,Basic Materials,TPIA.JK
TPMA,Trans Power Marine Tbk.,2013-02-20,3507420034.0,Utama,Energy,TPMA.JK
TRAM,Trada Alam Minera Tbk.,2008-09-10,49643627934.0,Pemantauan Khusus,Energy,TRAM.JK
TRGU,Cerestar Indonesia Tbk.,2022-07-08,7945412700.0,Utama,Consumer Non-Cyclicals,TRGU.JK
TRIL,Triwira Insanlestari Tbk.,2008-01-28,1200000000.0,Pemantauan Khusus,Industrials,TRIL.JK
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31,7109300000.0,Utama,Financials,TRIM.JK
TRIN,Perintis Triniti Properti Tbk.,2020-01-15,4551457346.0,Pengembangan,Properties & Real Estate,TRIN.JK
TRIO,Trikomsel Oke Tbk.,2009-04-14,26007494645.0,Pemantauan Khusus,Consumer Cyclicals,TRIO.JK
TRIS,Trisula International Tbk.,2012-06-28,3141443831.0,Pengembangan,Consumer Cyclicals,TRIS.JK
TRJA,Transkon Jaya Tbk.,2020-08-27,1510200000.0,Pengembangan,Transportation & Logistics,TRJA.JK
TRON,Teknologi Karya Digital Nusa T,2023-03-08,2951293160.0,Pengembangan,Technology,TRON.JK
TRST,Trias Sentosa Tbk.,1990-07-02,2808000000.0,Pengembangan,Basic Materials,TRST.JK
TRUE,Triniti Dinamik Tbk.,2021-06-10,7571107860.0,Pemantauan Khusus,Properties & Real Estate,TRUE.JK
TRUK,Guna Timur Raya Tbk.,2018-05-23,435000000.0,Pengembangan,Transportation & Logistics,TRUK.JK
TRUS,Trust Finance Indonesia Tbk,2002-11-28,800000000.0,Pengembangan,Financials,TRUS.JK
TSPC,Tempo Scan Pacific Tbk.,1994-06-17,4509864300.0,Utama,Healthcare,TSPC.JK
TUGU,Asuransi Tugu Pratama Indonesi,2018-05-28,3555575600.0,Utama,Financials,TUGU.JK
TYRE,King Tire Indonesia Tbk.,2023-05-08,3478044988.0,Pengembangan,Consumer Cyclicals,TYRE.JK
UANG,Pakuan Tbk.,2020-07-06,1210000000.0,Pengembangan,Properties & Real Estate,UANG.JK
UCID,Uni-Charm Indonesia Tbk.,2019-12-20,4156572300.0,Utama,Consumer Non-Cyclicals,UCID.JK
UDNG,Agro Bahari Nusantara Tbk.,2023-10-31,1750040072.0,Akselerasi,Consumer Non-Cyclicals,UDNG.JK
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01,2287500000.0,Pengembangan,Consumer Cyclicals,UFOE.JK
ULTJ,Ultrajaya Milk Industry & Trad,1990-07-02,11553528000.0,Utama,Consumer Non-Cyclicals,ULTJ.JK
UNIC,Unggul Indah Cahaya Tbk.,1989-11-06,383331363.0,Utama,Basic Materials,UNIC.JK
UNIQ,Ulima Nitra Tbk.,2021-03-08,3138983000.0,Utama,Energy,UNIQ.JK
UNIT,Nusantara Inti Corpora Tbk,2002-04-18,75422200.0,Pemantauan Khusus,Consumer Cyclicals,UNIT.JK
UNSP,Bakrie Sumatera Plantations Tbk.,1990-03-06,2500162344.0,Pemantauan Khusus,Consumer Non-Cyclicals,UNSP.JK
UNTD,Terang Dunia Internusa Tbk.,2024-02-07,6666666700.0,Pengembangan,Consumer Cyclicals,UNTD.JK
UNTR,United Tractors Tbk.,1989-09-19,3730135136.0,Utama,Industrials,UNTR.JK
UNVR,Unilever Indonesia Tbk.,1982-01-11,38150000000.0,Utama,Consumer Non-Cyclicals,UNVR.JK
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10,3232122640.0,Pengembangan,Properties & Real Estate,URBN.JK
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27,2000144838.0,Pengembangan,Technology,UVCR.JK
VAST,Vastland Indonesia Tbk.,2023-02-08,3055712543.0,Pengembangan,Properties & Real Estate,VAST.JK
VERN,Verona Indah Pictures Tbk.,2024-10-08,4765525000.0,Pengembangan,Consumer Cyclicals,VERN.JK
VICI,Victoria Care Indonesia Tbk.,2020-12-17,6708000000.0,Utama,Consumer Non-Cyclicals,VICI.JK
VICO,Victoria Investama Tbk.,2013-07-08,15217075658.0,Pengembangan,Financials,VICO.JK
VINS,Victoria Insurance Tbk.,2015-09-28,1460573616.0,Pengembangan,Financials,VINS.JK
VISI,Satu Visi Putra Tbk.,2024-02-27,3075000000.0,Pengembangan,Industrials,VISI.JK
VIVA,Visi Media Asia Tbk.,2011-11-21,16464270400.0,Pemantauan Khusus,Consumer Cyclicals,VIVA.JK
VKTR,VKTR Teknologi Mobilitas Tbk.,2023-06-19,43750000000.0,Pengembangan,Consumer Cyclicals,VKTR.JK
VOKS,Voksel Electric Tbk.,1990-12-20,4155602595.0,Pengembangan,Industrials,VOKS.JK
VRNA,Mizuho Leasing Indonesia Tbk.,2008-06-25,5687353997.0,Pengembangan,Financials,VRNA.JK
VTNY,Venteny Fortuna International,2022-12-15,6265193445.0,Utama,Financials,VTNY.JK
WAPO,Wahana Pronatural Tbk.,2001-06-22,1240923111.0,Pengembangan,Consumer Non-Cyclicals,WAPO.JK
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30,9572000000.0,Utama,Infrastructure,WEGE.JK
WEHA,WEHA Transportasi Indonesia Tbk.,2007-05-31,1460554819.0,Pengembangan,Transportation & Logistics,WEHA.JK
WGSH,Wira Global Solusi Tbk.,2021-12-06,1042500000.0,Akselerasi,Technology,WGSH.JK
WICO,Wicaksana Overseas International Tbk.,1994-08-08,2393710348.0,Pemantauan Khusus,Consumer Non-Cyclicals,WICO.JK
WIDI,Widiant Jaya Krenindo Tbk.,2023-07-10,1600031683.0,Akselerasi,Industrials,WIDI.JK
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30,2359355118.0,Pengembangan,Technology,WIFI.JK
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18,2099873760.0,Utama,Consumer Non-Cyclicals,WIIM.JK
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29,39873063858.0,Pengembangan,Infrastructure,WIKA.JK
WINE,Hatten Bali Tbk.,2023-01-10,2710000000.0,Pengembangan,Consumer Non-Cyclicals,WINE.JK
WINR,Winner Nusantara Jaya Tbk.,2022-04-25,5235293038.0,Pemantauan Khusus,Properties & Real Estate,WINR.JK
WINS,Wintermar Offshore Marine Tbk.,2010-11-29,4364837057.0,Utama,Energy,WINS.JK
WIRG,WIR ASIA Tbk.,2022-04-04,11938622394.0,Pengembangan,Technology,WIRG.JK
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06,29419000000.0,Pemantauan Khusus,Consumer Non-Cyclicals,WMPP.JK
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02,12941176500.0,Pemantauan Khusus,Consumer Non-Cyclicals,WMUU.JK
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13,3481481480.0,Pengembangan,Financials,WOMF.JK
WOOD,Integra Indocabinet Tbk.,2017-06-21,6437500000.0,Utama,Consumer Cyclicals,WOOD.JK
WOWS,Ginting Jaya Energi Tbk.,2019-11-08,2475720000.0,Pemantauan Khusus,Energy,WOWS.JK
WSBP,Waskita Beton Precast Tbk.,2016-09-20,55085048699.0,Pemantauan Khusus,Basic Materials,WSBP.JK
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19,28806807016.0,Pemantauan Khusus,Infrastructure,WSKT.JK
WTON,Wijaya Karya Beton Tbk.,2014-04-08,8715466600.0,Utama,Basic Materials,WTON.JK
YELO,Yelooo Integra Datanet Tbk.,2018-10-29,1912774405.0,Pemantauan Khusus,Consumer Cyclicals,YELO.JK
YPAS,Yanaprima Hastapersada Tbk,2008-03-05,668000089.0,Pemantauan Khusus,Basic Materials,YPAS.JK
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10,1785000000.0,Pengembangan,Financials,YULE.JK
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10,8496000000.0,Pemantauan Khusus,Consumer Cyclicals,ZATA.JK
ZBRA,Dosni Roha Indonesia Tbk.,1991-08-01,2510706263.0,Pengembangan,Industrials,ZBRA.JK
ZINC,Kapuas Prima Coal Tbk.,2017-10-16,25250000000.0,Pemantauan Khusus,Basic Materials,ZINC.JK
ZONE,Mega Perintis Tbk.,2018-12-12,870171478.0,Pengembangan,Consumer Cyclicals,ZONE.JK
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30,1333334556.0,Pengembangan,Technology,ZYRX.JK
